movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
600,103,0,USA,58000000,70117571,56741,515,160,1000,906,1000,906,748,6207,6.4,Good
601,116,0,USA,70000000,83552429,154955,800,355,25000,473,833,697,464,4001,5.8,Fair
602,125,0,USA,70000000,66257002,350698,816,235,26000,13000,12000,1000,883,16138,8,Good
603,125,1,USA,70000000,65012000,43559,137,59,0,0,443,277,184,1439,6.2,Good
604,146,1,USA,66000000,79883359,116159,488,388,28000,14000,25000,19000,979,46726,7.2,Good
605,118,7,USA,70000000,78031620,102248,403,371,34000,0,13000,13000,559,27674,6.1,Good
606,171,0,USA,69500000,54222000,131217,380,82,0,0,2000,650,638,4074,7.6,Good
607,136,2,USA,70000000,52474616,84118,245,297,13000,0,903,592,17,1579,6.3,Good
608,92,1,USA,70000000,55942830,138582,423,261,37000,28,3000,692,423,5178,6.3,Good
609,116,0,USA,70000000,40932372,58023,281,120,0,380,18000,13000,774,32563,6.3,Good
610,127,8,UK,70000000,38345403,212085,492,228,15000,905,15000,588,271,16034,7.7,Good
611,136,1,USA,70000000,37901509,96385,119,76,0,218,11000,691,400,12226,7,Good
612,111,2,USA,70000000,48430355,43709,141,185,0,2000,17000,1000,244,18510,5.3,Fair
613,116,2,USA,70000000,30157016,39659,189,128,792,541,12000,405,384,12993,5.6,Fair
614,113,0,UK,60000000,28031250,88146,814,237,0,43,12000,585,452,13517,5.2,Fair
615,97,1,USA,70000000,33105600,41663,141,105,531,84,989,229,150,1576,5.4,Fair
616,88,1,USA,70000000,62321039,117096,271,242,24000,24,5000,327,324,5861,6.4,Good
617,136,7,USA,75000000,38509342,61995,356,360,33000,163,394,217,66,712,5.9,Fair
618,125,0,USA,60000000,19076815,43651,196,112,997,40,13000,787,407,15916,6.3,Good
619,116,2,UK,35000000,25093607,105556,157,189,17000,5,26000,22000,748,49608,6.5,Good
620,98,3,USA,70000000,18990542,22264,289,151,584,323,1000,841,390,2763,3,Bad
621,91,1,USA,70000000,14294842,16761,277,92,391,8,349,324,298,1846,3.6,Bad
622,97,0,USA,70000000,19819494,26893,126,79,815,13,11000,893,695,13628,5.8,Fair
623,95,0,USA,70000000,13596911,25572,123,81,2000,101,2000,509,443,3734,6.2,Good
624,88,1,USA,70000000,8460990,5116,54,51,5000,6,2000,1000,854,6946,5.6,Fair
625,133,1,USA,70000000,7097125,38983,207,261,11000,0,26000,326,301,28129,5.4,Fair
626,106,2,USA,70000000,37760080,72868,618,197,0,14,11000,1000,582,12871,6.1,Good
627,116,1,UK,70000000,5851188,31124,313,159,764,105,844,729,246,1899,4.2,Fair
628,115,1,USA,50000000,25121291,177653,279,286,34000,101,13000,1000,585,15708,6.7,Good
629,99,0,USA,70000000,18821279,44891,202,156,12000,212,576,358,182,1520,4.2,Fair
630,124,0,USA,68000000,118471320,86504,568,176,0,31,11000,655,497,12556,6.4,Good
631,124,3,USA,68000000,300523113,184637,498,293,29000,171,21000,17000,10000,52547,4.9,Fair
632,124,0,USA,68000000,71069884,101899,445,141,0,0,22000,10000,580,32871,6.8,Good
633,87,0,USA,69000000,251501645,385943,296,304,31000,275,7000,2000,975,11608,7.7,Good
634,105,1,USA,68000000,35324232,32224,62,40,617,29,584,220,97,1132,5.6,Fair
635,125,0,USA,68000000,81257500,117739,229,280,30000,3000,14000,11000,3000,30010,6.4,Good
636,141,2,Spain,70000000,617840,52496,172,180,29000,448,614,451,334,1829,7.2,Good
637,121,4,USA,65000000,29655590,53970,435,125,0,18,1000,855,776,3986,6,Fair
638,111,3,USA,36000000,45045037,103230,143,237,10000,101,966,919,681,3393,5.9,Fair
639,157,1,USA,68000000,28965197,133526,521,209,0,0,14000,826,680,18216,7.9,Good
640,117,0,USA,,27550735,27481,113,178,12000,44,788,562,531,3524,6.8,Good
641,128,1,USA,70000000,39380442,174248,263,238,0,0,29000,149,135,29824,7.1,Good
642,114,2,USA,,72980108,80338,264,190,0,116,7000,1000,982,10419,5.9,Fair
643,105,0,USA,69000000,37516013,128629,348,393,98000,335,3000,3000,911,8281,5.9,Fair
644,113,1,USA,66000000,87704396,88132,274,138,0,36,537,427,232,1302,6.2,Good
645,30,1,USA,,,15114,87,4,0,,995,363,359,2465,7.4,Good
646,121,0,USA,66000000,83892374,85720,297,142,0,38,940,826,745,4230,7,Good
647,102,0,UK,35000000,5932060,29285,174,90,0,4,14000,394,112,14625,5.4,Fair
648,169,2,USA,70000000,216119491,881236,2277,219,22000,14000,15000,14000,13000,44998,8.6,Excellent
649,132,1,USA,66000000,43568507,136954,346,327,32000,76,3000,3000,464,7081,6.5,Good
650,127,1,USA,70000000,182805123,158864,395,149,0,278,2000,955,912,5838,6.4,Good
651,103,0,USA,59000000,176387405,328159,467,193,3000,77,1000,939,835,5437,7.6,Good
652,136,1,USA,68000000,33685268,75573,662,175,4000,759,11000,599,354,12194,5.5,Fair
653,150,0,USA,65000000,182204440,197412,720,538,71000,14000,23000,826,655,25517,7.4,Good
654,136,3,USA,63000000,171383253,1217752,3646,313,25000,0,18000,145,99,18563,8.7,Excellent
655,140,0,USA,62000000,172071312,208817,296,159,5000,2000,15000,968,552,17171,7.6,Good
656,113,0,USA,65000000,119412921,240241,391,196,0,719,605,308,217,1441,7.5,Good
657,104,0,USA,60000000,139225854,34561,116,80,1000,54,901,857,775,5265,5.5,Fair
658,158,1,USA,61000000,148775460,243834,845,488,144000,0,20000,13000,11000,46204,7.6,Good
659,119,2,USA,65000000,115731542,151812,556,153,0,0,15000,793,744,17768,6.5,Good
660,106,2,USA,65000000,100468793,212499,277,173,0,285,8000,3000,105,11264,6.9,Good
661,136,0,USA,65000000,93771072,135404,318,156,0,258,12000,174,94,12396,6.7,Good
662,95,3,USA,65000000,100448498,272789,285,307,25000,480,21000,561,490,23018,6.6,Good
663,137,0,USA,65000000,115603980,103589,351,322,35000,11000,769,698,465,2938,7.2,Good
664,130,1,USA,65000000,90454043,60165,326,169,0,16000,16000,495,416,17771,6.4,Good
665,124,1,USA,70000000,84049211,96096,172,74,0,212,13000,730,369,15229,6.4,Good
666,108,2,USA,50000000,70450000,77390,189,72,0,610,848,517,461,2913,6,Fair
667,104,1,USA,60000000,69688384,34473,139,86,0,226,13000,718,577,16452,6.1,Good
668,129,0,USA,63000000,70236496,67395,564,242,0,0,12000,1000,625,14421,6,Fair
669,117,1,USA,65000000,63695760,61490,264,141,0,179,8000,4000,403,12850,6.4,Good
670,99,0,USA,65000000,59617068,213863,310,313,59000,119,600,346,174,1375,6.4,Good
671,159,1,UK,65000000,55637680,227071,1500,280,10000,0,10000,580,521,11424,7.3,Good
672,118,6,USA,65000000,85911262,24735,213,176,16000,87,2000,1000,929,4796,5.2,Fair
673,105,0,USA,50100000,53846915,149337,221,279,23000,43,10000,806,523,11943,6.6,Good
674,103,3,USA,65000000,54758461,147641,238,241,18000,368,27000,1000,520,29808,6.3,Good
675,122,0,USA,65000000,52397389,132954,514,185,0,687,16000,1000,957,19764,5.9,Fair
676,114,0,USA,16900000,,41776,383,97,0,468,1000,1000,919,3860,6.4,Good
677,143,0,France,65000000,38966057,23940,157,117,688,0,509,317,210,1409,6.7,Good
678,96,0,Germany,65000000,42345531,104831,423,239,32000,545,14000,1000,974,17913,5.4,Fair
679,111,4,USA,45000000,36064910,166610,211,230,0,545,26000,872,805,28643,6.4,Good
680,121,2,USA,65000000,33328051,60508,285,94,4000,212,394,380,263,1531,6.7,Good
681,135,1,USA,65000000,32598931,49300,265,134,892,138,324,192,184,1013,6.2,Good
682,101,0,USA,65000000,28045540,67707,202,136,0,4000,17000,14000,539,32232,6.1,Good
683,151,2,USA,63000000,37023395,1347461,2968,315,48000,21000,11000,783,637,13209,8.8,Excellent
684,131,0,USA,65000000,43532294,46951,175,96,0,368,11000,529,383,12088,7.1,Good
685,60,0,UK,,,8739,28,14,0,,1000,773,575,3537,8.1,Excellent
686,100,0,USA,70000000,17218080,43376,249,60,0,36,13000,773,554,15944,5.7,Fair
687,105,1,France,65000000,10014234,8560,69,60,177,0,975,909,506,3580,5,Fair
688,92,0,Australia,65000000,19059018,65709,194,308,15000,72,623,593,568,3165,5.1,Fair
689,130,0,UK,50000000,1987287,25474,138,127,0,2000,268,85,25,450,6.9,Good
690,100,0,Canada,43000000,24407944,71202,380,196,0,38,3000,1000,1000,7048,4.8,Fair
691,102,3,USA,65000000,13750556,111102,239,339,32000,436,23000,13000,6000,49433,6.5,Good
692,133,1,USA,64000000,31054924,17025,290,96,295,521,11000,1000,970,16710,5.1,Fair
693,121,0,UK,55000000,43247140,134625,265,361,40000,175,963,580,221,2131,7.1,Good
694,147,0,Germany,50000000,2208939,190490,482,226,26000,670,177,27,16,253,7.5,Good
695,94,2,USA,63000000,213079163,162909,795,194,0,116,645,522,481,2725,6.2,Good
696,94,1,Hong Kong,65000000,19548064,25681,77,138,0,42,12000,9000,668,23365,6.3,Good
697,127,0,USA,63000000,356784000,613473,895,308,19000,14000,967,610,191,2129,8.1,Excellent
698,212,0,USA,63000000,25052000,35314,145,40,0,759,2000,925,812,5708,6.6,Good
699,141,1,USA,62000000,122012710,69663,133,42,0,176,11000,913,672,14178,6.9,Good
700,103,3,China,65000000,72413,11584,86,68,0,10,21,18,7,58,6.1,Good
701,98,1,USA,64000000,58255287,39471,187,78,0,322,979,862,723,6334,4.3,Fair
702,116,0,France,62000000,77086030,65297,602,178,0,84,11000,919,563,14931,6.6,Good
703,114,0,USA,62000000,65000000,43027,214,75,0,0,524,517,452,2668,6.8,Good
704,87,6,USA,62000000,32178777,43300,250,150,0,12,3000,966,645,6658,3.8,Bad
705,125,2,USA,42000000,15738632,38076,399,113,0,11,11000,904,867,14536,5.9,Fair
706,187,1,USA,44000000,54116191,272839,1018,596,114000,16000,46000,1000,1000,49912,7.9,Good
707,93,2,USA,61000000,118153533,129995,246,191,0,8,8000,1000,970,13232,6.3,Good
708,95,0,USA,63000000,108012170,24089,82,156,0,25,989,664,439,2558,5.5,Fair
709,117,0,USA,65000000,210592590,607235,2073,460,13000,0,18000,13000,447,32360,7.7,Good
710,106,6,USA,80000000,279167575,211296,428,141,0,116,22000,713,708,24938,6.3,Good
711,115,0,USA,60000000,143151473,116681,320,180,11000,64,2000,899,664,4811,7.1,Good
712,189,0,USA,60000000,136801374,782610,1377,186,30000,0,15000,745,693,17716,8.5,Excellent
713,100,3,USA,,168213584,99989,255,177,0,12,419,330,311,1412,5.9,Fair
714,81,0,USA,150000000,135381507,63912,251,161,912,10,925,729,397,2252,5.8,Fair
715,149,0,USA,61000000,167735396,569841,1127,568,146000,21000,835,812,625,4348,8.1,Excellent
716,119,1,USA,60000000,121468960,407601,849,249,0,218,13000,147,73,13249,7.9,Good
717,130,2,UK,58000000,106635996,199025,416,137,0,258,394,387,345,1784,7.2,Good
718,116,0,USA,95000000,102678089,42705,274,113,885,165,577,501,475,2321,6.3,Good
719,103,1,USA,60000000,125603360,667983,877,213,18000,608,2000,617,576,3698,8.1,Excellent
720,99,2,USA,70000000,101217900,91093,353,120,0,59,770,263,145,1195,7,Good
721,92,1,USA,60000000,104148781,49486,116,81,886,41,1000,955,522,4050,5.5,Fair
722,109,1,USA,61000000,75573300,156898,172,265,22000,175,18000,497,459,20148,6.7,Good
723,87,0,USA,60000000,93375151,46031,235,105,0,6,3000,664,405,4171,5.2,Fair
724,111,6,USA,60000000,106126012,285623,497,155,0,473,26000,9000,82,35084,7,Good
725,101,2,USA,60000000,93307796,85673,269,118,0,30,1000,976,268,2636,6.1,Good
726,83,0,USA,105000000,90646554,124641,289,131,0,35,13000,11000,754,25788,6.6,Good
727,113,6,USA,60000000,109176215,83506,144,166,0,0,4000,722,721,8172,5.5,Fair
728,107,0,USA,60000000,82670733,60476,97,60,0,12000,10000,3000,695,14006,5.9,Fair
729,94,6,USA,60000000,82569532,42737,128,77,781,163,12000,3000,2000,20348,5.4,Fair
730,132,0,USA,61000000,81687587,138246,360,249,24000,47,988,960,240,2517,6.4,Good
731,140,1,USA,60000000,80574010,63493,302,213,26000,708,11000,8000,745,20440,5.7,Fair
732,125,1,USA,60000000,75764085,85844,322,121,0,420,12000,3000,627,16646,6.7,Good
733,111,4,USA,58000000,90356857,238916,328,315,32000,124,13000,11000,357,24928,7.1,Good
734,156,5,USA,55000000,75530832,97047,452,171,0,0,14000,2000,1000,20761,6.8,Good
735,170,0,USA,60000000,75370763,32353,263,96,0,0,19000,1000,380,20683,6.5,Good
736,120,0,USA,65000000,100003492,293662,836,299,0,0,10000,851,680,13581,7.6,Good
737,100,4,USA,60000000,90341670,102129,432,167,0,55,12000,1000,416,14611,5.5,Fair
738,115,2,USA,55000000,74540762,48753,323,125,0,13,2000,1000,579,4496,6.5,Good
739,130,2,USA,60000000,80033643,226570,448,387,38000,188,10000,3000,1000,16385,7,Good
740,105,1,USA,60000000,73648142,99043,643,199,0,212,1000,975,811,3697,5.8,Fair
741,111,0,USA,60000000,71844424,33158,223,136,0,197,433,208,6,679,7.3,Good
742,106,4,USA,60000000,75638743,180479,411,436,42000,0,13000,240,175,13634,6.6,Good
743,89,0,USA,60000000,66734992,23476,181,73,858,18,658,257,226,1233,4.4,Fair
744,100,1,USA,60000000,75280058,143121,279,310,10000,253,309,229,57,647,7.7,Good
745,91,0,USA,48000000,64505912,163130,1264,323,6000,0,11000,946,751,13654,5,Fair
746,146,2,USA,70000000,77862546,266310,690,171,14000,12000,18000,992,451,20454,7.7,Good
747,98,0,USA,50000000,61112916,14888,83,76,747,48,21000,936,722,24664,4.4,Fair
748,101,5,USA,60000000,88200225,120795,308,173,0,480,881,869,767,3943,6.1,Good
749,94,1,USA,60000000,60573641,68406,162,81,0,32,854,628,626,4530,5.4,Fair
750,132,1,USA,66000000,59035104,244566,597,242,0,0,366,334,160,1112,6.8,Good
751,115,1,USA,60000000,56702901,23302,181,110,1000,234,3000,552,521,4713,6.5,Good
752,92,0,USA,60000000,55994557,72287,176,328,12000,28,10000,884,586,13597,7,Good
753,124,0,USA,60000000,54910560,88225,227,83,0,105,24000,13000,460,38227,6.3,Good
754,119,0,USA,60000000,53789313,89816,347,196,0,610,834,780,716,3637,6.3,Good
755,124,2,USA,60000000,51045801,11370,54,34,829,50,1000,944,672,3653,6.1,Good
756,93,0,UK,60000000,50818750,31209,106,118,0,18,9000,2000,903,13403,6.1,Good
757,22,3,USA,,,26404,41,8,0,,732,607,402,2064,7.3,Good
758,98,2,USA,60000000,50189179,61966,207,81,797,11,966,680,107,2018,5.3,Fair
759,92,1,USA,60000000,50024083,35918,126,47,1000,14,789,520,488,2318,5.4,Fair
760,105,3,USA,60000000,50549107,99035,289,313,17000,0,539,394,288,1411,6.2,Good
761,124,3,USA,60000000,56443482,75329,256,315,24000,737,34000,22000,14000,75793,6.6,Good
762,99,3,UK,60000000,62401264,69484,323,225,28000,24,18000,992,864,20276,5.9,Fair
763,116,0,USA,75000000,47748610,170179,656,223,0,0,1000,720,672,3090,6.3,Good
764,124,0,USA,61000000,46975183,256213,338,198,0,845,650,467,295,1640,7.2,Good
765,96,3,USA,60000000,50807639,40883,122,219,11000,7,874,668,642,3151,6.8,Good
766,104,1,USA,48000000,46611204,55749,257,92,0,165,1000,967,944,4294,6.1,Good
767,100,0,Australia,60000000,257756197,246698,471,435,64000,97,11000,8000,2000,22128,7.8,Good
768,115,2,USA,45000000,48472213,51252,156,111,621,11,1000,759,642,4305,5,Fair
769,101,0,USA,60000000,43060566,107859,569,138,0,38,23000,18000,11000,53024,6.2,Good
770,113,3,USA,60000000,45996718,173530,264,415,40000,181,33000,301,300,34738,6.7,Good
771,100,2,USA,60000000,43337279,76770,203,170,0,11000,10000,1000,485,12258,4.9,Fair
772,134,1,USA,60000000,37479778,124222,259,306,23000,16000,13000,11000,204,24458,7.4,Good
773,127,3,USA,,36965395,113295,235,252,0,162,18000,748,379,19776,7.1,Good
774,125,0,USA,60000000,40559930,41727,184,211,0,209,8000,1000,896,10623,6.2,Good
775,94,2,USA,65000000,36830057,10883,73,49,448,80,1000,417,230,2151,4.9,Fair
776,107,0,USA,60000000,36279230,42144,213,161,690,69,310,219,206,1352,6.1,Good
777,91,1,Spain,70000000,42194060,41259,72,156,0,2,12000,10000,480,22668,6.1,Good
778,116,0,USA,60000000,43119879,58450,842,172,0,53,27000,1000,906,31224,6.4,Good
779,100,1,USA,60000000,35096190,76560,322,161,0,0,436,399,210,1395,6.3,Good
780,111,0,USA,,35754555,47954,150,239,11000,39,16000,897,461,17871,6.8,Good
781,117,1,UK,80000000,43290977,75201,256,258,0,258,2000,1000,896,7053,6.6,Good
782,110,0,UK,40000000,33927476,19176,165,95,956,0,510,344,308,1976,5.7,Fair
783,96,1,USA,60000000,32122249,69319,138,105,846,11000,22000,394,236,22889,5.9,Fair
784,101,2,USA,60000000,40076438,73368,248,198,0,50,22000,14000,1000,38809,6,Fair
785,111,1,USA,60000000,32940507,54314,127,79,0,17,13000,968,652,16536,6.1,Good
786,117,0,UK,60000000,31670931,44099,143,210,0,456,21000,939,569,23745,6.7,Good
787,126,3,USA,60000000,30695227,45296,267,125,0,0,13000,10000,9000,34774,6.7,Good
788,152,1,USA,60000000,32522352,207287,822,149,15000,488,22000,11000,947,36897,7.9,Good
789,86,0,UK,,28424210,27517,74,77,470,25,13000,1000,265,14918,5,Fair
790,101,2,USA,87000000,26082914,51349,213,77,0,93,287,233,218,993,4.3,Fair
791,87,0,USA,60000000,29136626,97089,233,225,20000,124,865,441,77,1417,5.7,Fair
792,85,0,USA,60000000,26288320,36144,91,98,880,0,11000,102,82,11301,6.7,Good
793,130,0,UK,60000000,26616590,120416,857,172,10000,545,722,585,552,2525,6.7,Good
794,173,3,USA,220000000,623279547,995415,1722,703,123000,0,26000,21000,19000,87697,8.1,Excellent
795,104,0,USA,60000000,30063805,31788,243,117,0,293,780,265,256,2109,6.1,Good
796,121,0,Germany,50000000,22518325,63363,644,240,0,0,19000,972,854,22833,5.6,Fair
797,140,1,UK,60000000,13082288,35565,247,123,2000,23,11000,779,579,12634,6.6,Good
798,131,3,USA,60000000,18208078,57100,281,110,0,37,968,848,507,3012,6.9,Good
799,91,0,USA,65000000,14218868,14596,282,100,589,394,889,290,68,1262,4.8,Fair
800,118,0,USA,60000000,22451,41288,126,189,17000,167,20000,882,778,22447,6.2,Good
801,130,3,USA,60000000,31165421,107028,457,212,44000,91,5000,2000,1000,10247,6,Fair
802,90,1,USA,60000000,11802056,31640,109,127,791,48,973,400,196,1865,4.9,Fair
803,103,2,USA,30000000,25472967,44966,411,196,0,179,794,329,87,1467,5.6,Fair
804,122,0,USA,55000000,22362500,35599,195,115,641,2000,11000,1000,1000,15275,6.1,Good
805,106,3,Germany,60000000,17281832,60232,110,161,0,34,3000,1000,466,5329,6.1,Good
806,103,1,USA,60000000,19781879,53864,290,223,2000,436,19000,961,437,20881,4.8,Fair
807,107,2,UK,60000000,7605668,47320,188,181,12000,192,40000,2000,280,42683,5.5,Fair
808,156,3,Germany,60000000,4535117,38398,368,140,0,892,26000,368,102,26564,3.8,Bad
809,127,2,USA,35000000,4426297,22570,156,54,0,258,11000,708,617,12947,6.5,Good
810,119,1,China,68005000,,1212,9,14,426,3,879,107,22,1026,6,Fair
811,132,0,USA,80000000,10166502,18209,183,81,0,131,11000,298,242,12133,6.7,Good
812,108,0,USA,58000000,363024263,479047,1058,579,117000,84,16000,805,361,18239,8.1,Excellent
813,114,1,USA,60000000,12065985,16260,88,56,296,65,743,730,440,2367,4.9,Fair
814,133,0,USA,58800000,350123553,325264,916,490,112000,16000,14000,962,318,16277,7.3,Good
815,103,4,USA,58000000,80021740,47968,154,218,35000,11,2000,1000,543,5497,6.4,Good
816,22,1,USA,3000000,,24420,94,20,990,,870,558,271,2433,6.6,Good
817,95,1,USA,58000000,48291624,82819,263,142,0,70,970,834,512,2876,6.7,Good
818,90,0,USA,60000000,35231365,15517,85,57,500,32,1000,891,809,6299,3.6,Bad
819,87,1,USA,63000000,53715611,92106,171,84,2000,10,13000,1000,349,14574,5.7,Fair
820,114,8,USA,58000000,31199215,27664,120,186,472,0,142,117,110,589,6,Fair
821,119,4,USA,,,27019,143,53,0,153,12000,11000,11000,36167,4.9,Fair
822,103,2,USA,58000000,29580087,29523,121,133,0,30,963,935,727,3150,4.7,Fair
823,125,2,USA,58000000,44665963,159931,281,246,22000,189,1000,847,839,5081,6.3,Good
824,97,1,Germany,60000000,60128566,131447,410,253,19000,545,14000,1000,529,16098,5.9,Fair
825,125,0,USA,58000000,49875589,28807,273,144,0,143,1000,664,519,4416,5.9,Fair
826,30,0,USA,,,80025,238,46,0,,962,722,479,2558,7,Good
827,136,2,USA,57000000,60984028,259519,431,117,11000,138,18000,14000,9000,45271,7.5,Good
828,116,2,USA,70000000,36931089,70681,198,157,12000,51,11000,3000,622,16484,5.6,Fair
829,103,0,USA,57000000,51317350,78343,139,60,0,357,2000,663,40,2710,6.4,Good
830,97,2,USA,58000000,28328132,38298,147,117,782,420,4000,3000,455,9814,6.3,Good
831,96,1,USA,57000000,51774002,87745,331,287,18000,83,12000,1000,1000,16121,4.3,Fair
832,131,2,UK,57000000,25528495,28099,220,96,0,108,23000,243,58,23325,5.9,Fair
833,22,1,USA,,,26992,54,26,0,,883,701,676,4115,6.7,Good
834,95,0,Canada,56000000,113006880,66308,225,125,0,163,14000,799,650,16884,5.5,Fair
835,86,1,USA,56000000,45860039,53118,221,117,0,10,12000,795,348,14146,6.2,Good
836,142,0,USA,55000000,329691196,1251222,1398,149,59000,0,15000,294,194,15700,8.8,Excellent
837,92,0,USA,60000000,217326336,57276,146,131,0,25,1000,718,639,2847,5.2,Fair
838,108,2,USA,55000000,166225040,260442,507,150,0,116,22000,713,708,24286,7,Good
839,84,1,USA,55000000,141600000,119675,216,92,0,12,23000,2000,752,26754,6.6,Good
840,188,0,USA,55000000,134218018,126357,497,169,0,503,10000,593,467,12940,7.3,Good
841,95,1,USA,54000000,128769345,86556,99,57,960,293,851,773,744,3155,5.6,Fair
842,118,1,USA,70000000,177575142,244840,372,171,0,72,10000,975,681,13426,6.6,Good
843,92,0,USA,55000000,105263257,56168,103,53,5000,39,3000,562,458,4518,5.4,Fair
844,74,3,USA,55000000,104354205,162331,332,153,0,58,3000,864,729,5713,6.3,Good
845,134,0,USA,55000000,107100855,323353,527,491,65000,521,15000,535,186,16281,7.9,Good
846,101,2,USA,55000000,98711404,127571,207,247,0,189,15000,11000,7000,39822,6.3,Good
847,100,0,USA,50000000,100328194,85903,92,26,0,52,795,419,394,2638,6,Fair
848,132,0,USA,55000000,101530738,229574,436,292,56000,845,18000,17000,683,37605,7.2,Good
849,105,2,USA,55000000,93815117,68417,242,114,0,61,5000,827,708,7184,5.1,Fair
850,123,0,USA,53000000,91400000,81026,194,82,0,12000,18000,10000,665,30132,7.3,Good
851,117,0,USA,55000000,162586036,338383,611,201,32000,125,10000,617,168,11036,8,Good
852,98,1,USA,55000000,89706988,126746,600,231,0,124,931,507,354,2287,6.2,Good
853,128,0,USA,55000000,83000000,36587,95,55,0,272,2000,812,383,3888,6,Fair
854,114,1,Germany,55000000,78745923,94407,322,110,0,52,12000,702,539,13905,6.7,Good
855,111,0,USA,30000000,70098138,735784,2105,354,13000,16000,926,890,640,3983,8.1,Excellent
856,85,2,USA,55000000,66365290,56874,358,140,0,0,21000,860,490,22458,6.4,Good
857,44,4,USA,1400000,,63982,181,77,0,,847,440,72,1359,8.4,Excellent
858,137,0,USA,30000000,66207920,512749,935,304,0,16000,890,387,348,1959,8,Good
859,97,1,USA,55000000,63408614,75365,149,45,0,96,13000,549,403,14432,6.3,Good
860,104,3,USA,55000000,58422650,78974,173,49,8000,0,13000,11000,812,25599,6.4,Good
861,110,2,USA,55000000,56932305,96690,293,146,0,9,485,110,95,939,6.6,Good
862,133,0,USA,55000000,68750000,40858,144,60,0,53,1000,780,263,2916,6.4,Good
863,94,1,USA,55000000,68218041,67191,108,189,14000,70,1000,549,497,2820,6,Fair
864,104,0,USA,55000000,25040293,88049,279,206,0,50,5000,962,947,7247,6.6,Good
865,91,1,USA,55000000,55747724,18042,73,118,0,39,1000,591,562,3104,5.9,Fair
866,145,0,USA,50000000,55473600,207686,776,210,0,21000,534,273,243,1543,6.4,Good
867,135,1,USA,55000000,49994804,29205,194,76,0,317,57,40,34,164,6.3,Good
868,122,2,UK,55000000,41609593,145422,572,149,0,287,22000,2000,135,24270,7.3,Good
869,110,0,USA,55000000,38553833,46239,155,62,0,81,1000,416,163,1752,6.8,Good
870,95,0,UK,55000000,76137505,49207,174,224,30000,17,838,722,594,3697,7.2,Good
871,102,4,USA,68000000,34350553,104066,207,265,15000,82,622,591,537,2488,5.7,Fair
872,94,1,USA,55000000,34238611,35830,321,135,0,607,933,518,215,2248,6,Fair
873,126,1,USA,55000000,34098563,27191,232,100,0,226,12000,509,241,13406,6.5,Good
874,118,2,USA,55000000,33828318,44453,154,123,0,101,13000,390,327,14036,5.8,Fair
875,99,3,USA,55000000,33472850,67005,119,164,0,3,8000,509,490,10026,5.8,Fair
876,88,0,UK,55000000,31051126,36877,101,238,0,91,4000,796,591,6254,6.7,Good
877,141,0,USA,55000000,35707327,199056,387,264,14000,16000,11000,963,539,12840,7.8,Good
878,107,1,USA,50000000,20550712,40346,95,47,1000,99,18000,11000,581,31014,5.6,Fair
879,116,3,USA,55000000,18573791,38533,89,50,0,12000,22000,617,552,24618,5.8,Fair
880,143,0,UK,70000000,51225796,96654,2047,153,0,541,18000,893,530,20660,7.4,Good
881,114,1,UK,55000000,16264475,54787,216,202,0,159,13000,2000,877,16899,6.9,Good
882,93,0,USA,62000000,25857987,110614,532,178,0,45,9000,460,352,10185,5.5,Fair
883,280,0,USA,56000000,12870569,13215,497,84,953,33,789,640,67,1671,6.3,Good
884,100,0,USA,71000000,11466088,8983,84,44,316,0,995,879,745,3952,4.7,Fair
885,107,2,USA,55000000,16088610,10417,39,93,610,11,939,605,506,3742,5.6,Fair
886,119,4,USA,50000000,51178893,24285,110,277,10000,33,3000,2000,518,6089,6.4,Good
887,95,0,UK,57000000,6768055,11148,229,76,437,906,956,579,287,2260,4.2,Fair
888,119,1,USA,55000000,39440655,61680,222,197,19000,59,2000,828,676,4315,6.4,Good
889,133,1,France,47000000,6167817,62607,239,186,0,0,226,52,46,405,7.7,Good
890,152,0,UK,2000000,,67822,207,103,0,0,617,367,177,1403,7.7,Good
891,96,1,USA,55000000,,19706,142,66,448,13,13000,854,534,15803,5.3,Fair
892,117,1,USA,54000000,81645152,158267,559,224,0,0,12000,919,845,15371,6.7,Good
893,123,1,USA,55000000,69951824,232710,599,202,26000,125,10000,3000,835,14727,7.7,Good
894,92,3,USA,55000000,9483821,39247,131,279,10000,394,13000,11000,565,25418,5.7,Fair
895,170,1,USA,54000000,66676062,267980,545,110,0,0,14000,1000,889,16949,7.6,Good
896,123,0,USA,57000000,26838389,58658,495,190,0,488,5000,4000,2000,12700,6.4,Good
897,110,1,USA,54000000,75604320,68417,195,136,0,94,277,245,240,847,5.6,Fair
898,116,4,USA,54000000,108200000,76331,269,121,0,44,593,467,420,2908,6.8,Good
899,121,0,USA,54000000,5660084,41620,418,131,2000,102,117,62,43,286,2.4,Bad
900,128,0,Germany,55000000,7221458,20740,178,127,0,234,14000,12000,581,27614,6.2,Good
901,99,0,Germany,46000000,70327868,58416,301,160,0,309,23000,1000,577,26527,5.9,Fair
902,94,1,USA,50000000,58297830,86347,191,78,0,383,4000,808,753,6017,7.1,Good
903,127,1,USA,52500000,57386369,224013,2319,209,10000,1000,1000,691,653,2601,7.6,Good
