User ID;Category 1;Category 2;Category 3;Category 4;Category 5;Category 6;Category 7;Category 8;Category 9;Category 10
User 807;0.67;1.12;0.24;0.58;1.22;1.9;3.18;2.87;1.34;2.7
User 808;0.8;1.04;2;0.56;1.4;1.6;3.19;2.74;1.44;2.5
User 809;0.96;2;1.94;0.51;1.02;1.7;3.19;2.7;1.7;2.38
User 810;1.15;2.08;1.62;0.57;0.78;1.86;3.19;2.73;1.28;2.5
User 811;0.83;0.96;0.21;0.61;1.76;2;3.18;2.86;1.98;2.78
User 812;0.99;1.2;1.6;0.53;1.3;2.82;3.18;3.33;1.76;3.18
User 813;0.96;3.64;1.31;0.39;1.34;2.66;3.18;3.02;1.57;3.12
User 814;1.25;0.96;0.77;0.42;1.2;1.84;3.18;2.87;1.38;2.98
User 815;0.58;1.56;2.44;0.54;1.2;2.1;3.2;2.97;2.46;2.42
User 816;0.93;1.2;1.46;0.58;0.66;2.22;3.18;2.88;1.79;3.02
User 817;0.9;0.96;2.85;0.54;1.12;1.48;3.2;2.75;1.44;2.38
User 818;0.58;1.32;1.28;0.58;0.42;1.74;3.19;2.91;1.41;2.32
User 819;0.7;1;2.74;0.57;1.18;1.84;3.2;2.94;1.18;2.34
User 820;0.51;1.08;2.48;0.57;0.66;1.8;3.19;2.58;1.38;2.32
User 821;0.58;1.52;1.3;0.56;1.18;2.34;3.18;2.94;1.73;2.62
User 822;0.83;1.36;1.02;0.57;0.96;2.18;3.18;2.83;2.24;3.06
User 823;0.64;1.56;0.16;0.47;0.98;2.06;3.17;2.74;1.38;3.18
User 824;1.47;0.96;1.84;0.58;1.5;2.28;3.18;2.74;1.79;2.62
User 825;0.7;0.96;0.78;1.05;0.8;1.64;3.18;2.7;1.47;2.3
User 826;0.67;1.36;1.28;0.65;0.5;1.34;3.18;2.66;1.89;2.5
User 827;0.48;1.36;1.82;0.57;0.66;1.28;3.19;2.86;1.57;2.66
User 828;1.18;1.24;0.75;0.43;0.08;1.7;3.18;2.58;2.3;3.22
User 829;0.48;1.12;2.35;0.58;0.78;1.98;3.19;2.63;1.25;2.4
User 830;0.93;1.76;0.58;2.29;2;2.42;3.18;2.69;1.31;2.42
User 831;0.74;1;1.27;0.48;0.42;1.44;3.18;3.06;1.95;2.74
User 832;0.67;1.68;0.19;0.51;0.64;1.68;3.18;2.74;2.78;2.9
User 833;0.86;1.12;0.13;0.27;0.78;1.7;3.17;2.67;1.12;3.3
User 834;1.01;1.52;0.42;0.38;0.26;0.92;3.17;2.78;1.89;2.88
User 835;0.7;0.88;2.66;0.5;1.04;1.46;3.19;2.88;1.54;2.4
User 836;1.02;1.44;2.38;0.47;1.26;2.54;3.19;2.74;0.99;2.66
User 837;1.09;1.2;1.5;0.65;0.9;2.38;3.18;2.8;1.41;2.78
User 838;1.02;1.56;0.53;1.3;0.64;1.86;3.18;2.74;1.44;2.46
User 839;0.67;1.12;0.22;0.53;0.7;0.88;3.18;3.05;1.54;2.96
User 840;0.64;1.2;0.75;0.47;1.06;1.98;3.18;2.81;1.12;2.72
User 841;0.7;1.96;0.96;0.33;0.82;1.7;3.18;3.03;1.15;3.02
User 842;0.83;1.12;1.5;0.32;0.34;1.62;3.18;2.82;1.09;3.22
User 843;1.06;1.28;1.78;0.41;0.66;1.58;3.18;2.8;1.09;2.8
User 844;0.64;1.24;0.16;0.35;0.58;0.98;3.17;2.88;1.66;3.02
User 845;0.64;1.2;0.24;0.35;0.56;0.76;3.17;3.06;1.76;2.94
User 846;0.96;1.44;1.6;0.48;0.88;2.26;3.19;2.87;1.63;2.48
User 847;0.83;1.24;0.26;0.37;0.96;1.46;3.17;2.64;1.38;3.18
User 848;0.9;1.36;0.74;0.62;0.58;1.74;3.18;2.85;1.47;3.2
User 849;0.77;1.52;2.04;0.39;0.22;0.98;3.18;2.75;1.82;3.44
User 850;0.61;1.52;0.82;0.22;0.58;1.1;3.17;2.71;1.15;3.34
User 851;0.58;1.04;0.22;0.47;1.06;1.88;3.18;2.97;2.3;2.54
User 852;0.96;1.96;1.5;0.53;1.26;2.5;3.19;2.79;1.54;2.66
User 853;0.99;1.88;0.48;0.61;1.22;1.92;3.18;2.93;2.43;2.66
User 854;1.18;0.92;1.52;0.65;1.44;2.22;3.18;2.87;1.34;2.66
User 855;1.09;1.96;1.28;0.53;1.46;2.98;3.18;2.74;1.66;2.86
User 856;1.54;1.44;0.56;0.34;0.82;1.8;3.17;2.79;1.22;3.26
User 857;1.18;0.92;1.52;0.65;1.44;2.22;3.18;2.87;1.34;2.66
User 858;0.58;1.64;2.27;0.45;1.26;1.72;3.19;2.91;2.3;2.74
User 859;0.58;1.44;0.38;0.56;1.02;1.64;3.18;3.2;1.47;2.74
User 860;1.09;1.24;2.62;0.58;0.54;1.94;3.19;2.72;1.73;2.42
User 861;1.09;1.12;1.94;0.56;0.82;1.98;3.19;2.86;1.57;2.74
User 862;0.64;1.56;0.42;0.5;0.8;2.4;3.18;3.07;1.41;2.88
User 863;0.7;1.52;2.37;0.62;0.86;1.68;3.2;2.86;1.6;2.58
User 864;0.77;1.04;0.27;0.38;1.62;1.78;3.17;2.83;2.59;3.18
User 865;1.09;1.84;0.75;0.33;0.56;1.26;3.17;2.93;1.98;3.28
User 866;0.51;1;0.21;0.39;0.74;1.64;3.18;2.9;1.76;3.04
User 867;0.77;1.16;2.19;0.4;1.42;1.78;3.18;2.82;1.22;2.82
User 868;0.93;0.64;0.22;0.43;3.26;3.13;3.18;2.8;1.5;2.66
User 869;0.45;1.64;0.14;0.42;0.58;1.26;3.18;2.89;1.38;2.9
User 870;1.89;0.28;1.12;0.51;0.96;1.96;3.18;2.97;1.82;2.58
User 871;1.02;1.32;0.4;0.59;1.06;2.93;3.18;2.8;1.92;2.66
User 872;0.83;1.12;0.27;0.49;0.64;1.3;3.17;2.79;1.41;3.34
User 873;1.41;0.96;1.79;0.35;1.1;2.22;3.18;2.78;1.38;3.02
User 874;0.48;1.16;0.8;0.66;0.74;1.4;3.18;3.13;1.41;2.72
User 875;0.8;1.28;0.14;0.39;1.06;1.52;3.17;2.94;1.86;2.88
User 876;0.48;1.32;0.75;0.67;0.82;1.58;3.18;3.05;1.25;2.4
User 877;0.9;1.96;1.23;0.51;1.28;2.6;3.18;2.7;1.76;2.94
User 878;1.34;1.36;0.38;0.25;0.9;1.3;3.17;2.86;1.22;3.42
User 879;0.99;1.16;0.22;0.42;0.88;1.7;3.17;2.78;1.15;3.26
User 880;0.86;1.28;1.09;0.54;1.26;2.58;3.18;2.87;1.25;3.04
User 881;0.67;1.28;0.35;0.42;0.74;1.88;3.18;2.85;1.82;2.66
User 882;0.38;1.52;0.14;0.39;0.96;1.14;3.17;2.49;1.76;3.2
User 883;0.96;2.96;0.74;0.47;0.96;2.12;3.18;2.86;1.44;2.64
User 884;0.58;1.2;2.05;0.71;0.5;2.28;3.19;2.66;1.66;2.4
User 885;1.18;1.48;0.78;0.47;1.06;2.89;3.18;2.75;1.6;2.62
User 886;0.9;1.4;2.45;0.64;0.82;1.56;3.2;2.9;1.6;2.56
User 887;0.7;1.28;0.38;0.51;0.78;1.34;3.18;2.74;1.92;3.02
User 888;0.58;1.68;0.82;0.41;0.18;1.02;3.18;2.81;1.66;3.12
User 889;1.5;2.6;1.33;0.95;0.72;2.42;3.19;2.66;1.12;2.46
User 890;0.83;1.6;0.18;0.48;0.24;0.8;3.18;2.57;1.6;2.82
User 891;0.7;1.4;0.88;0.62;0.98;2.44;3.18;2.74;1.6;2.74
User 892;1.02;1.68;0.21;0.53;0.38;2.48;3.18;2.74;1.54;2.56
User 893;0.77;1.64;2.85;0.53;1.04;1.94;3.2;2.95;1.25;2.32
User 894;0.48;1.96;0.18;0.55;0.56;1.3;3.18;2.83;1.54;2.46
User 895;0.51;1.76;0.22;0.49;0.66;1.46;3.18;2.77;2.4;2.74
User 896;0.8;0.96;0.29;0.61;0.16;1.62;3.18;2.87;2.24;3.04
User 897;1.09;0.72;1.02;0.94;1.26;3.2;3.19;3.04;1.54;2.46
User 898;1.02;1.04;0.74;0.35;0.7;1.6;3.18;3.02;2.34;3.34
User 899;0.8;1.08;0.75;0.35;0.82;1.22;3.18;2.67;1.06;3.2
User 900;0.54;1.36;1.02;0.48;0.42;1.48;3.18;2.66;1.28;2.88
User 901;1.12;1.28;1.44;0.37;0.78;1.5;3.18;2.78;2.08;3.44
User 902;0.67;1.4;2.32;0.55;0.94;2.38;3.19;2.71;1.5;2.38
User 903;1.22;0.72;1.18;1.09;0.74;2.6;3.19;3.14;2.27;2.46
User 904;0.67;2.88;0.26;1.91;1.74;1.6;3.18;2.64;1.63;2.46
User 905;0.7;1.04;1.47;0.31;0.98;1.62;3.18;2.72;1.09;3.34
User 906;1.79;0.6;1.6;0.42;1.02;2.1;3.19;2.91;1.66;2.5
User 907;0.7;1.68;0.3;0.59;0.26;1.16;3.18;2.94;1.57;3.14
User 908;0.77;1.64;2.85;0.53;1.04;1.94;3.2;2.95;1.25;2.32
User 909;0.51;1.2;1.07;0.49;1.14;2.04;3.18;3.22;1.47;2.82
User 910;0.74;1.4;1.1;0.34;1.2;1.54;3.18;2.49;1.73;2.94
User 911;0.83;1.36;0.21;0.53;0.16;0.38;3.18;2.93;2.02;2.78
User 912;0.9;1.24;1.15;0.46;1.26;2.24;3.18;2.93;1.82;2.82
User 913;1.15;0.96;0.29;0.29;0.86;1.36;3.17;2.97;1.89;3.42
User 914;0.7;1.52;1.65;0.67;0.74;1.32;3.19;2.78;1.5;2.66
User 915;0.42;1.08;0.74;0.91;0.9;2.3;3.18;2.87;1.25;2.96
User 916;0.7;1.8;3.62;1.37;1.46;1.62;3.19;2.75;1.12;3.42
User 917;0.77;1.2;1.63;0.8;1.18;2.38;3.19;2.54;1.47;2.38
User 918;0.77;1.28;1.01;0.34;0.9;1.72;3.18;3.13;1.31;2.78
User 919;0.93;1.08;0.27;0.27;0.34;1.02;3.17;2.86;1.63;3.36
User 920;0.61;1.28;0.59;0.47;0.7;1.02;3.18;2.58;1.82;2.8
User 921;1.25;1.36;1.6;0.64;0.94;2.38;3.19;2.9;1.92;2.72
User 922;1.18;1.32;0.19;0.32;0.34;1.08;3.17;2.99;1.22;3.12
User 923;1.06;0.88;0.83;0.54;0.64;2.02;3.18;2.86;1.5;2.74
User 924;0.9;1.36;1.42;0.55;0.86;1.48;3.18;2.89;1.73;2.94
User 925;0.74;1.44;2.75;0.45;0.98;1.74;3.2;2.87;1.38;2.34
User 926;0.83;1.36;2.3;0.77;0.94;2.52;3.19;2.73;1.7;2.42
User 927;0.77;2.48;1.7;0.51;1.36;2.04;3.19;2.81;1.41;2.34
User 928;0.99;1.2;0.14;0.51;0.42;1.46;3.18;2.62;1.25;2.7
User 929;0.64;1.32;0.27;0.57;0.74;2.38;3.18;2.81;1.38;2.4
User 930;0.83;1.24;0.35;0.5;0.78;1.7;3.18;2.97;2.05;2.9
User 931;1.12;1.6;1.01;0.45;0.94;2.16;3.18;2.8;1.09;3.18
User 932;0.83;1.08;2.91;0.55;1.38;2.24;3.2;2.98;1.41;2.5
User 933;0.9;1.2;1.33;0.3;0.98;1.5;3.18;2.66;1.22;3.28
User 934;0.67;1.12;0.43;0.39;0.62;1.48;3.18;2.98;2.05;2.72
User 935;0.61;1.16;0.19;0.53;0.78;1.22;3.17;2.86;1.7;3.02
User 936;0.64;1.08;1.54;0.42;0.5;1.4;3.18;2.7;1.18;2.8
User 937;0.83;0.96;1.15;0.43;0.74;1.82;3.18;2.98;1.92;2.78
User 938;0.9;1.64;1.12;0.53;1.58;2.58;3.18;2.79;1.54;2.5
User 939;0.8;1.52;1.26;0.51;1.44;2.78;3.18;2.82;1.47;2.42
User 940;0.74;1.2;1.14;0.42;1.68;3.14;3.18;2.72;1.09;2.46
User 941;1.22;1;1.57;0.46;0.74;2.54;3.19;2.91;1.95;2.46
User 942;0.35;1.96;0.72;0.55;0.72;1.78;3.18;2.88;1.34;2.82
User 943;0.7;1.8;2.27;0.43;1.42;1.88;3.2;2.7;1.47;2.46
User 944;0.64;1.68;0.24;0.47;0.94;1.66;3.18;2.77;1.57;3.04
User 945;0.67;1.48;0.4;0.55;1.86;1.84;3.18;2.96;2.4;3.04
User 946;0.58;0.88;0.24;0.49;1.2;2.06;3.18;2.83;1.54;2.72
User 947;1.15;1.48;0.77;0.22;1.04;1.52;3.17;2.74;1.57;3.38
User 948;0.54;1.28;0.24;0.57;0.46;1.34;3.18;2.79;1.86;2.54
User 949;0.93;2.12;0.27;0.46;1.1;2.56;3.18;2.9;1.89;2.78
User 950;0.83;1.72;1.42;0.95;1.34;2.28;3.19;2.54;1.6;2.4
User 951;0.64;1.28;0.8;0.18;0.82;1.34;3.18;2.66;1.25;2.94
User 952;1.06;0.96;2.57;0.51;0.82;1.96;3.19;2.74;1.66;2.46
User 953;0.93;2.08;1.26;0.56;0.94;2.56;3.18;2.81;1.63;2.54
User 954;1.87;0.8;1.66;0.98;0.46;1.26;3.19;2.78;1.28;2.5
User 955;1.25;0.84;1.71;1.12;0.34;1.22;3.19;2.7;1.5;2.48
User 956;0.61;1.08;2.22;0.65;1.2;2.06;3.19;2.62;1.31;2.34
User 957;0.86;1.8;1.33;0.57;1.38;2.62;3.18;2.82;1.54;2.54
User 958;1.34;1.16;0.66;0.34;0.82;1.34;3.17;2.66;1.02;3.42
User 959;0.61;1.44;0.3;0.4;0.8;1.28;3.18;2.8;1.73;2.88
User 960;1.41;1.04;0.32;0.62;0.54;2.4;3.18;3.18;1.82;2.66
User 961;0.58;1.24;1.95;0.61;1.22;1.86;3.19;2.72;1.7;2.38
User 962;0.85;1.12;1.1;0.41;1.22;2;3.18;2.98;1.41;2.88
User 963;0.61;1.4;0.24;0.42;0.98;1.42;3.17;2.82;2.18;3.2
User 964;0.96;1.16;2.7;0.62;0.62;1.8;3.2;2.81;1.22;2.4
User 965;1.25;1.24;0.43;0.62;0.72;2.7;3.18;3.07;1.82;2.8
User 966;0.64;0.96;0.22;0.38;1.74;2.26;3.17;3.19;1.79;3.28
User 967;0.91;1.96;1.82;0.4;1.52;1.82;3.19;2.74;1.73;2.38
User 968;0.74;1.36;0.64;0.54;0.64;1.7;3.18;2.85;1.66;2.58
User 969;0.51;1.2;0.22;0.73;0.9;2.22;3.18;2.77;1.34;3.05
User 970;0.8;1.32;0.4;0.61;0.32;0.96;3.18;2.57;1.54;2.54
User 971;0.58;1.96;0.24;0.47;1.04;1.74;3.18;2.7;1.57;2.62
User 972;1.28;1.24;0.14;0.55;0.62;2.26;3.18;2.86;2.46;2.54
User 973;1.22;1.16;0.38;1.55;0.4;1.24;3.18;2.82;1.92;2.54
User 974;0.38;1.96;0.19;0.48;1.14;2.14;3.18;2.78;1.54;2.58
User 975;1.02;2.44;1.89;0.47;1.76;2.5;3.19;2.66;1.73;2.48
User 976;0.74;1.12;0.3;0.53;0.88;1.38;3.17;2.78;0.99;3.2
User 977;1.25;0.92;1.12;0.38;0.78;1.68;3.18;2.79;1.34;2.8
User 978;0.61;1.32;0.67;0.43;1.3;1.78;3.17;2.81;1.34;3.02
User 979;0.93;0.2;0.13;0.43;0.3;0.4;3.18;2.98;1.12;2.46
User 980;0.93;0.56;1.13;0.51;1.34;2.36;3.18;2.87;1.34;2.4
